기쁨,기쁨,100
기쁨,즐거움,100
기쁨,잔잔,100
감사,사랑2,100
감사,기쁨,100
감사,그리움2,100
사랑,사랑1,100
사랑,그리움1,100
사랑,잔잔,100
순수,순수,100
순수,기쁨,100
순수,희망,100
상쾌,활기,100
상쾌,즐거움,100
상쾌,기쁨,100
슬픔,슬픔,100
슬픔,잔잔,100
슬픔,의지,100
절망,의지,100
절망,그리움2,100
절망,희망,100
짜증,순수,100
짜증,즐거움,100
짜증,무심,100
걱정,활기,100
걱정,무심,100
걱정,사랑2,100
피곤,의지,100
피곤,순수,100
피곤,희망,100
여유,즐거움,100
여유,의지,100
여유,불안,100
그리움,그리움2,100
그리움,사랑2,100
그리움,무심,100
귀찮음,의지,100
귀찮음,희망,100
귀찮음,활기,100
즐거움,즐거움,100
즐거움,활기,100
즐거움,기쁨,100
슬픔,활기,50
슬픔,고독,50
짜증,의지,50
피곤,기쁨,50
귀찮음,활기,50
